Make,Model,Year,Km,Transmission,Fuel,Price
Kia,Sportage,2017,"100,000",automatic,gas,"770,000"
Nissan,Sunny,2022,"28,000",automatic,gas,"365,000"
Volkswagen,Jetta,2008,"240,000",automatic,gas,"340,000"
Honda,Civic,2019,"117,000",automatic,gas,"725,000"
Lada,2107,2014,"90,000",manual,gas,"128,500"
Skoda,Octavia A4,1998,"100,000",manual,gas,"165,000"
Volkswagen,Passat,2014,"148,000",automatic,gas,"540,000"
Chery,Tiggo 3,2020,"49,000",automatic,gas,"410,000"
Honda,Civic,1993,"38,000",automatic,gas,"150,000"
Nissan,Sunny,2021,"50,000",automatic,gas,"430,000"
MG,HS,2022,"10,000",automatic,gas,"880,000"
Great Wall,Florid,2010,"118,000",manual,gas,"118,000"
Ford,Focus,2018,"63,000",automatic,gas,"550,000"
BMW,325,2004,"200,000",automatic,gas,"320,000"
Renault,Megane,1999,0,automatic,gas,"84,000"
Nissan,Sunny,2022,"8,000",automatic,gas,"360,000"
Hyundai,Accent HCI,2021,"18,000",automatic,gas,"500,000"
Byd,F3,2021,"169,000",manual,gas,"235,000"
Chevrolet,Optra,2015,"210,000",automatic,gas,"240,000"
Chevrolet,Aveo,2010,"200,000",manual,gas,"190,000"
Kia,Soul,2015,"80,000",automatic,gas,"570,000"
Chery,Envy,2017,"135,000",manual,gas,"175,000"
Jeep,Cherokee,2009,"137,000",automatic,gas,"500,000"
Chery,Tiggo 8,2022,"7,000",automatic,gas,"800,000"
Chevrolet,Optra,2023,"6,000",automatic,gas,"470,000"
Daihatsu,SIRION,2000,"190,000",automatic,gas,"125,000"
Chevrolet,Optra,2018,"120,000",automatic,gas,"310,000"
Lada,Granta,2020,"55,000",manual,gas,"250,000"
Nissan,Sentra,2017,"211,000",automatic,gas,"360,000"
Ford,F-150,1991,"200,000",manual,gas,"185,000"
Byd,F3,2021,"72,000",manual,gas,"270,000"
Nissan,Sunny,2023,"11,000",automatic,gas,"450,000"
Jeep,Grand Cherokee,2022,"9,000",automatic,gas,"2,700,000"
Renault,Logan,2017,"135,000",automatic,gas,"260,000"
Chevrolet,Optra,2020,"60,000",automatic,gas,"349,000"
Toyota,Corolla,2015,"99,000",automatic,gas,"449,000"
Hyundai,Elantra HD,2018,"99,000",automatic,gas,"359,000"
Chevrolet,Optra,2013,"120,000",automatic,gas,"249,000"
Fiat,Tipo,2020,"47,000",automatic,gas,"550,000"
Jeep,Cherokee,2009,"149,000",automatic,gas,"470,000"
Skoda,Rapid,2016,"140,000",automatic,gas,"400,000"
Skoda,Octavia A5,2008,"250,000",automatic,gas,"270,000"
Speranza,A516,2007,0,automatic,gas,"115,000"
Mitsubishi,Lancer Puma,2007,"150,000",automatic,gas,"220,000"
Volkswagen,Tiguan,2022,0,automatic,gas,"1,500,000"
Volkswagen,Passat,2022,0,automatic,gas,"1,250,000"
Fiat,Tempra,1996,0,manual,gas,"62,000"
Chevrolet,Optra,2021,"107,000",automatic,gas,"350,000"
Chevrolet,Lanos,2011,"130,000",manual,gas,"170,000"
Hyundai,Excel,1993,0,manual,gas,"67,000"
Chevrolet,Cruze,2010,"146,000",automatic,gas,"250,000"
Nissan,Qashqai,2018,"148,000",automatic,gas,"520,000"
Opel,Astra,2000,"110,000",manual,gas,"110,000"
Kia,Picanto,2010,"128,000",manual,gas,"220,000"
Fiat,127,1984,0,manual,gas,"28,000"
Chery,Envy,2018,"25,000",manual,gas,"215,000"
Mitsubishi,Lancer Puma,2014,"99,000",automatic,gas,"310,000"
Daihatsu,Grand terios,2008,"160,000",automatic,gas,"295,000"
Chevrolet,Optra,2021,"29,000",automatic,gas,"345,000"
Fiat,Tipo,2020,"1,002",manual,gas,"375,000"
Fiat,Shahin,2000,"200,000",manual,gas,"48,000"
Honda,Civic,2013,"140,000",automatic,gas,"433,000"
Nissan,Sunny,2011,"94,000",automatic,gas,"300,000"
Jeep,Wrangler,1973,0,automatic,gas,0
Renault,Logan,2013,"175,000",automatic,gas,"165,000"
Nissan,Pick up,2017,0,manual,diesel,"180,000"
Skoda,Octavia A5,2006,"205,000",automatic,gas,"279,000"
Chevrolet,T-Series,2018,"400,000",manual,diesel,"400,000"
Mazda,3 || Mazda 3,2019,"90,000",automatic,gas,"499,000"
Nissan,Sentra,2019,"40,000",automatic,gas,"379,000"
Kia,Cerato,2018,"110,000",automatic,gas,"549,000"
Byd,F3,2018,"90,000",manual,gas,"219,000"
Suzuki,Swift Dzire || Dzire,2021,"67,350",automatic,gas,"325,000"
BMW,520,2017,"95,000",automatic,gas,"1,550,000"
Ssang Yong,Tivoli,2019,"95,000",automatic,gas,"530,000"
MG,5,2021,"52,000",automatic,gas,"438,000"
Chevrolet,Optra,2022,"31,000",automatic,gas,"395,000"
Kia,Rio,2019,"133,000",automatic,gas,"430,000"
Volkswagen,Beetle,1975,0,manual,gas,"34,000"
Daewoo,Lanos 2,2007,"165,000",manual,gas,"140,000"
Jeep,Wrangler Unlimited,2010,"131,000",automatic,gas,"599,000"
Chery,Envy,2017,"90,000",manual,gas,"180,000"
Jac,J7,2022,"30,000",automatic,gas,"500,000"
Byd,L3,2016,"190,000",automatic,gas,"210,000"
Kia,Ceed,2016,"152,000",automatic,gas,"390,000"
Skoda,Octavia A4,2003,"200,000",automatic,gas,"200,000"
Chevrolet,Cruze,2016,"67,000",automatic,gas,"345,000"
MG,5,2022,"1,200",automatic,gas,"560,000"
Toyota,Corolla,2010,"300,000",automatic,gas,"270,000"
Brilliance,Galena,2008,"150,000",automatic,gas,"155,000"
Suzuki,Van,2013,"90,000",manual,gas,"92,000"
Hyundai,Elantra HD,2019,"78,000",automatic,gas,"450,000"
Opel,Vectra,1994,0,automatic,gas,"55,000"
Speranza,A620,2007,"200,000",automatic,gas,"130,000"
Kia,Cerato,2010,"180,000",automatic,gas,"325,000"
Hyundai,Elantra MD,2012,"256,000",automatic,gas,"375,000"
Hyundai,Excel,1998,0,manual,gas,"55,000"
Fiat,131,1985,0,manual,gas,"27,000"
Mini,Countryman S,2013,"150,000",automatic,gas,"385,000"
Renault,Megane,2002,"280,000",manual,gas,"125,000"
Nissan,Sunny,2015,"188,000",automatic,gas,"275,000"
Peugeot,508,2021,"3,000",automatic,gas,"1,200,000"
Kia,Rio,2001,"200,000",manual,gas,"110,000"
Skoda,Octavia A8,2021,"50,000",automatic,gas,"1,050,000"
Nissan,Armada,2006,"135,000",automatic,gas,"550,000"
Hyundai,Creta,2017,"120,000",automatic,gas,"575,000"
Kia,K3,2015,"100,000",automatic,gas,"420,000"
Hyundai,Elantra,2008,"150,000",automatic,gas,"325,000"
Chery,Tiggo,2018,"157,000",automatic,gas,"335,000"
Renault,Kadjar,2018,"63,000",automatic,gas,"645,000"
Skoda,Fantasia,2010,"130,000",automatic,gas,"385,000"
Hyundai,Elantra CN7,2022,"6,000",automatic,gas,"665,000"
Kia,Sportage,2020,"48,000",automatic,gas,"970,000"
MG,HS,2022,"14,000",automatic,gas,"900,000"
Chevrolet,Captiva,2012,"153,000",automatic,gas,"395,000"
Brilliance,FRV Cross,2015,"115,000",automatic,gas,"265,000"
Hyundai,Matrix,2006,"134,000",automatic,gas,"285,000"
Peugeot,3008,2016,"118,000",automatic,gas,"510,000"
Chery,Arrizo 5,2022,13,manual,gas,"355,000"
Kia,Grand Cerato,2022,"60,000",automatic,gas,"750,000"
Hafei,Lobo,2005,"70,000",manual,gas,"70,000"
Chery,Tiggo 8,2022,"22,000",automatic,gas,"825,000"
Kia,Spectra,2004,"150,000",automatic,gas,"150,000"
Mercedes,E 200,2021,"4,000",automatic,gas,"2,900,000"
Mercedes,CL Class,2007,"36,000",automatic,gas,"2,450,000"
Hyundai,IX 35,2016,"180,000",automatic,gas,"600,000"
Fiat,Uno,1998,0,manual,gas,"53,000"
Mercedes,S 350,2006,"82,000",automatic,gas,"1,100,000"
Chevrolet,Optra,2018,"205,000",automatic,gas,"280,000"
Fiat,128,1984,0,manual,gas,"22,000"
Chevrolet,T-Series,2019,"237,000",manual,diesel,"435,000"
Fiat,Tipo,2022,"1,850",automatic,gas,"580,000"
Mitsubishi,Colt,1996,"120,000",automatic,gas,"150,000"
Chevrolet,N-Series,2013,"230,000",manual,diesel,"450,000"
Geely,Mk,2008,"190,000",manual,gas,"80,000"
Opel,Meriva,2015,"170,000",automatic,gas,"300,000"
Chevrolet,T-Series,2009,"26,000",manual,diesel,"210,000"
Chevrolet,Optra,2022,"23,500",automatic,gas,"395,000"
Fiat,128,1986,0,manual,gas,"27,000"
Volkswagen,Beetle,1975,0,manual,gas,"27,000"
Kia,Sportage,2014,"100,000",automatic,gas,"575,000"
Opel,Grandland,2019,"90,000",automatic,gas,"900,000"
Chrysler,Neon,1998,"250,000",automatic,gas,"65,000"
Hyundai,Elantra AD,2020,"20,000",automatic,gas,"650,000"
Fiat,Shahin,1998,0,manual,gas,"75,000"
Hyundai,Sonata,2007,"18,000",automatic,gas,"320,000"
Daewoo,Lanos,1999,"130,000",manual,gas,"110,000"
Byd,F3,2022,"55,000",manual,gas,"300,000"
Nissan,Juke,2016,"79,000",automatic,gas,"490,000"
Kia,Picanto,2009,"67,000",automatic,gas,"258,000"
Hyundai,Verna,2013,"143,000",manual,gas,"185,000"
Seat,Ibiza,2022,"4,000",automatic,gas,"735,000"
Seat,Ibiza,2014,"169,000",automatic,gas,"255,000"
Volkswagen,Passat,2021,"113,456",automatic,gas,"880,000"
Alfa Romeo,Stelvio,2021,"21,000",automatic,gas,"2,200,000"
Chery,Tiggo 7 pro,2022,"12,000",automatic,gas,"740,000"
Jac,J7,2022,"13,000",automatic,gas,"550,000"
Kia,Pegas,2020,"13,000",automatic,gas,"395,000"
Ford,Fiesta,2012,"49,000",automatic,gas,"320,000"
Daewoo,Nubira 2,2001,"295,000",automatic,gas,"117,000"
Volkswagen,Golf 3,2003,"195,000",automatic,gas,"270,000"
Peugeot,504,1980,0,manual,gas,"60,000"
Kia,Cerato,2015,"100,000",automatic,gas,"485,000"
Jaguar,F-Pace,2022,100,automatic,gas,"1,000,000"
Byd,F3,2018,"160,000",manual,natural gas,"195,000"
Bestune,T77 Pro,2022,"5,000",automatic,gas,"740,000"
Mitsubishi,Lancer EX Shark,2015,"115,000",automatic,gas,"345,000"
Hyundai,Creta,2016,"55,000",automatic,gas,"585,000"
Kia,Sportage,2019,"130,000",automatic,gas,"900,000"
Chery,Tiggo 3,2017,"120,000",automatic,gas,"345,000"
Volvo,XC90,2021,"64,528",automatic,gas,"2,600,000"
Hyundai,Verna,2017,"202,000",manual,gas,"250,000"
Volkswagen,Passat,2013,"127,000",automatic,gas,"550,000"
Fiat,Shahin,1998,0,manual,gas,"48,000"
Toyota,Corolla,2010,"235,000",automatic,gas,"375,000"
Kia,Sportage,2022,"9,000",automatic,gas,"950,000"
Skoda,Felicia,1997,"200,000",manual,gas,"65,000"
Toyota,Yaris,2008,"150,000",automatic,gas,"228,000"
Fiat,128,1977,0,manual,gas,"22,000"
Chery,Tiggo 3,2021,"45,000",automatic,gas,"420,000"
Mitsubishi,Lancer EX Shark,2016,"120,000",automatic,gas,"415,000"
Jeep,Grand Cherokee,2012,"123,000",automatic,gas,"875,000"
Jeep,Cherokee,2010,"200,000",automatic,gas,"500,000"
Daewoo,Nubira 2,1999,"143,000",manual,gas,"130,000"
Opel,Vectra,1994,"300,000",manual,gas,"70,000"
Lada,2017,2010,0,manual,gas,"49,000"
MG,5,2021,"125,000",automatic,gas,"470,000"
BMW,318,2001,"140,000",automatic,gas,"250,000"
Jac,J7,2022,"22,000",automatic,gas,"530,000"
Opel,Astra,2016,"160,000",automatic,gas,"420,000"
Toyota,Corolla,2021,"60,000",CVT,gas,"675,000"
Opel,Grandland,2022,"40,000",automatic,gas,"980,000"
Chery,Tiggo 7,2022,"38,000",automatic,gas,"580,000"
Geely,Emgrand,2014,"125,000",manual,gas,"175,000"
Toyota,Corolla,2016,"143,000",automatic,gas,"480,000"
Nissan,Qashqai,2018,"95,000",automatic,gas,"590,000"
Skoda,Octavia A4,1998,"230,000",automatic,gas,"190,000"
Hyundai,Accent RB,2021,"26,984",manual,gas,"485,000"
Suzuki,Maruti,2011,"69,000",manual,gas,"110,000"
Chevrolet,Lanos,2010,"90,000",manual,gas,"120,000"
Hyundai,Elantra,2009,"165,000",automatic,gas,"300,000"
Chevrolet,Lanos,2013,"160,000",manual,gas,"150,000"
Daewoo,Nubira 2,2009,"180,000",manual,gas,"13,000"
Chery,Tiggo 3,2017,"126,000",automatic,gas,"330,000"
MG,ZS,2020,"103,000",automatic,gas,"485,000"
Peugeot,406,2007,"90,000",manual,gas,"220,000"
Speranza,A516,2008,"240,000",manual,gas,"110,000"
Byd,F3,2019,"240,000",manual,gas,"220,000"
Renault,Clio,1994,0,manual,gas,"65,000"
Nissan,Sunny,2018,"200,000",automatic,gas,"300,000"
Skoda,Kodiaq,2022,"19,000",automatic,gas,"1,550,000"
Chevrolet,Lanos,2009,0,manual,gas,"120,000"
Hyundai,Elantra,2008,"185,000",automatic,gas,"260,000"
Chevrolet,Aveo,2008,"96,000",automatic,gas,"188,000"
Renault,Duster,2016,"139,000",manual,gas,"320,000"
Daewoo,Lanos 2,2008,"155,000",manual,gas,"160,000"
Suzuki,Pickup,2015,"8,000",manual,gas,"135,000"
Hyundai,Elantra AD,2020,"220,000",automatic,gas,"490,000"
Renault,Megane,2006,"172,000",automatic,gas,"200,000"
Mercedes,B 160,2010,"210,000",automatic,gas,"360,000"
MG,5,2020,"100,000",automatic,gas,"380,000"
Hyundai,Elantra AD,2020,"51,000",automatic,gas,"620,000"
Kia,Cerato,2009,"151,000",automatic,gas,"253,000"
Geely,Emgrand 7,2015,"114,000",manual,gas,"130,000"
Nissan,Sunny,2014,"80,000",automatic,gas,"285,000"
Fiat,131,1979,0,manual,gas,"30,000"
Suzuki,Maruti,2009,"80,000",manual,gas,"83,000"
Skoda,Octavia A7,2014,"180,000",automatic,gas,"535,000"
Mercedes,C 180,2020,"66,030",automatic,gas,"1,700,000"
Hyundai,I10,2015,"65,359",manual,gas,"285,000"
Chery,Arrizo 5,2022,"34,205",automatic,gas,"370,000"
Chevrolet,Optra,2020,"35,985",automatic,gas,"355,000"
Chery,Arrizo 5,2020,"54,072",automatic,gas,"330,000"
Chery,Arrizo 5,2021,"64,437",manual,gas,"370,000"
Chevrolet,Optra,2021,"61,480",automatic,gas,"375,000"
Chery,Arrizo 5,2022,"11,837",automatic,gas,"380,000"
Nissan,Sunny,2021,"69,590",automatic,gas,"380,000"
Nissan,Sunny,2021,"11,806",automatic,gas,"395,000"
Suzuki,Maruti,1997,"100,000",manual,gas,"32,000"
Kia,Cerato,2010,"240,000",automatic,gas,"250,000"
Suzuki,Maruti,2008,"40,000",manual,gas,"62,000"
Toyota,Tercel,1997,"141,700",automatic,gas,"150,000"
Hyundai,Elantra AD,2017,"190,000",automatic,gas,"470,000"
Jeep,Grand Cherokee,2014,"120,000",automatic,gas,"1,050,000"
Faw,Besturn,2022,"15,000",automatic,gas,"710,000"
Daihatsu,Grand terios,2008,"500,000",automatic,gas,0
Peugeot,2008,2022,"20,000",automatic,gas,"1,020,000"
BMW,316,2013,"129,000",automatic,gas,"750,000"
Citroën,C3 Aircross,2019,"24,000",automatic,gas,"620,000"
Daewoo,Lanos,2008,"300,000",manual,gas,"135,000"
Speranza,Tiggo,2009,"100,000",manual,gas,"170,000"
Jac,S3,2019,"114,000",automatic,gas,"390,000"
Hyundai,Elantra MD,2016,"250,000",automatic,gas,"475,000"
Byd,F3,2016,"135,000",manual,gas,"170,000"
Nissan,Qashqai,2018,"70,000",automatic,gas,"610,000"
Proton,Gen 2,2010,"210,000",automatic,gas,"220,000"
Chery,Tiggo 3,2019,"64,000",automatic,gas,"345,000"
Renault,Sandero,2016,"110,000",automatic,gas,"265,000"
Nissan,Sunny,2015,"16,750",automatic,gas,"350,000"
Nissan,Qashqai,2018,"90,000",automatic,gas,"590,000"
Chery,Arrizo 5,2021,"68,000",automatic,gas,"335,000"
Ford,Kuga,2018,"74,000",automatic,gas,"920,000"
Nissan,Sunny,2011,"143,000",automatic,gas,"270,000"
Lada,Niva,1982,0,manual,gas,"30,000"
Hyundai,Accent RB,2015,"123,000",automatic,gas,"360,000"
Kia,Cerato,2010,"220,000",automatic,gas,"310,000"
Chery,Envy,2017,"106,000",manual,gas,"172,000"
Geely,Emgrand 7,2016,"98,000",manual,gas,"190,000"
Chevrolet,Optra,2021,"46,752",automatic,gas,"395,000"
Mitsubishi,Lancer EX Shark,2018,"104,878",automatic,gas,"450,000"
Hyundai,Accent RB,2021,"15,019",automatic,gas,"450,000"
Opel,Astra,2021,"73,493",automatic,gas,"525,000"
Chevrolet,Optra,2023,38,automatic,gas,"475,000"
Chevrolet,Optra,2023,53,automatic,gas,"475,000"
Suzuki,S Presso,2021,"57,575",manual,gas,"225,000"
Nissan,Sunny,2020,"44,500",automatic,gas,"365,000"
Byd,L3,2022,"5,200",automatic,gas,"375,000"
Chevrolet,Optra,2021,"78,591",automatic,gas,"375,000"
Changan,CS 35 Plus,2014,"94,000",automatic,gas,"255,000"
Fiat,128,1977,0,manual,gas,"18,000"
Fiat,Dogan,1992,0,manual,gas,"50,000"
Geely,Emgrand 7,2015,0,manual,gas,"165,000"
Peugeot,5008,2011,"190,000",automatic,gas,"430,000"
Toyota,Corolla,2021,"38,000",automatic,gas,"660,000"
Renault,Clio,2004,"182,000",manual,gas,"110,000"
Renault,Captur,2017,"77,000",automatic,gas,"410,000"
Geely,Mk,2008,0,manual,gas,"72,000"
Renault,Scenic,2008,"140,000",automatic,gas,"210,000"
Peugeot,308,2009,"194,000",automatic,gas,"235,000"
Kia,Cerato,2010,"218,000",automatic,gas,"350,000"
Renault,Kadjar,2018,"185,000",automatic,gas,"600,000"
Kia,Shuma,1998,"206,000",manual,gas,"123,000"
Byd,F3,2020,"100,000",manual,gas,"225,000"
Kia,Cerato,2010,"169,000",automatic,gas,"330,000"
Peugeot,301,2022,"49,000",automatic,gas,"430,000"
Citroën,C Elysee,2014,"120,000",automatic,gas,"290,000"
Nissan,Sunny,2013,"120,000",automatic,gas,"245,000"
Hyundai,Verna,2011,"120,000",automatic,gas,"120,000"
Hyundai,IX 35,2016,"151,000",automatic,gas,"548,000"
Kia,Sportage,2021,"26,000",automatic,gas,"980,000"
Hyundai,Tucson,2019,"61,000",automatic,gas,"850,000"
Seat,Ibiza,2020,"58,000",automatic,gas,"650,000"
Chevrolet,Aveo,2020,"81,000",automatic,gas,"310,000"
Peugeot,5008,2020,"160,000",automatic,gas,"750,000"
Hyundai,Elantra HD,2017,"105,000",automatic,gas,"330,000"
Daewoo,Lanos 2,2001,0,manual,gas,"105,000"
Proton,Preve,2019,"48,000",automatic,gas,"400,000"
MG,5,2021,"26,000",automatic,gas,"460,000"
MG,5,2022,"14,034",automatic,gas,"465,000"
Chery,Arrizo 5,2022,"42,144",automatic,gas,"365,000"
Hyundai,Elantra HD,2020,"75,525",automatic,gas,"460,000"
Chevrolet,Optra,2021,"100,827",automatic,gas,"370,000"
Volkswagen,Passat,2021,"49,000",automatic,gas,"1,175,000"
Chevrolet,Cruze,2016,"134,000",automatic,gas,"335,000"
Jeep,Cherokee,2010,"112,000",automatic,gas,"500,000"
Citroën,C5,2015,"190,000",automatic,gas,"400,000"
Nissan,Sunny,2022,"19,500",automatic,gas,"415,000"
BMW,520,2019,"105,000",automatic,gas,"1,900,000"
Suzuki,S Presso,2022,"14,000",manual,gas,"290,000"
Skoda,Felicia,1998,"222,000",manual,gas,"73,000"
Kia,Cerato,2011,"150,000",automatic,gas,"350,000"
Daewoo,Lanos 2,2001,"250,000",manual,gas,"130,000"
Renault,Logan,2022,"24,000",automatic,gas,"290,000"
Skoda,Octavia A4,2004,"300,000",manual,gas,"225,000"
Fiat,128,1979,0,manual,gas,"25,000"
Brilliance,FRV,2015,"400,000",automatic,gas,"200,000"
Kia,Rio,2013,"180,000",automatic,gas,"330,000"
Peugeot,301,2016,"69,000",automatic,gas,"355,000"
MG,ZS,2021,"45,000",automatic,gas,"550,000"
Nissan,Sunny,2021,"28,000",automatic,gas,"450,000"
BMW,430,2023,0,automatic,gas,"3,400,000"
Speranza,Tiggo,2010,"150,000",manual,gas,"205,000"
Jac,J7,2022,"38,000",automatic,gas,"495,000"
Mitsubishi,Lancer EX Shark,2015,"170,000",automatic,gas,"350,000"
Daihatsu,Gran max,2011,"190,000",manual,gas,"125,000"
Chevrolet,Lanos,2009,"198,000",manual,gas,"142,000"
Brilliance,V5,2015,"240,000",automatic,gas,"300,000"
Daihatsu,Grand terios,2014,"110,000",automatic,gas,"550,000"
Chevrolet,Captiva,2010,"189,000",automatic,gas,"370,000"
Nissan,Sentra,2017,"160,000",automatic,gas,"390,000"
Nissan,Sunny,2014,"200,000",automatic,gas,"280,000"
Chery,Tiggo 3,2023,"11,000",automatic,gas,"490,000"
Opel,Vectra,1997,"155,000",automatic,gas,"139,000"
Skoda,Favorit,1994,"300,000",manual,gas,"45,000"
Chevrolet,Aveo,2015,"88,000",manual,natural gas,"230,000"
Ford,Escort,1999,"205,000",manual,gas,"90,000"
Hyundai,Matrix,2005,"93,000",automatic,gas,"305,000"
Proton,Gen 2,2013,"120,000",automatic,gas,"245,000"
Hyundai,Tucson GDI,2018,"120,000",automatic,gas,"800,000"
Renault,Logan,2020,"80,000",automatic,gas,"350,000"
Renault,Sandero Step Way,2015,"200,000",manual,gas,"225,000"
Nissan,Qashqai,2018,"64,000",automatic,gas,"590,000"
MG,ZS,2019,"70,000",automatic,gas,"510,000"
Speranza,Tiggo,2019,"150,000",automatic,gas,"355,000"
Lada,Granta,2023,"8,000",automatic,gas,"330,000"
Kia,Rio,2013,"203,000",automatic,gas,"320,000"
BMW,330,2017,"151,000",automatic,gas,"1,200,000"
Hyundai,Accent RB,2016,"105,000",automatic,gas,"350,000"
Suzuki,Van,2012,"100,000",manual,gas,"155,000"
Zotye,T600,2019,"48,000",automatic,gas,"550,000"
Fiat,Polonez,1987,0,manual,gas,"28,000"
Renault,Logan,2017,"126,000",automatic,gas,"270,000"
Toyota,Corolla,2020,"65,000",automatic,gas,"650,000"
Skoda,Octavia A7,2015,"180,000",automatic,gas,"500,000"
Nissan,Sunny,2020,"61,000",automatic,gas,"370,000"
Chevrolet,Optra,2021,"50,000",automatic,gas,"420,000"
Byd,F3,2014,"297,000",automatic,gas,"200,000"
Mitsubishi,Pickup,1991,"100,000",manual,gas,"50,000"
Suzuki,Ciaz,2016,"132,000",automatic,gas,"360,000"
Hyundai,Verna,2016,"115,000",automatic,gas,"225,000"
Mercedes,B 150,2007,"140,000",automatic,gas,"350,000"
Toyota,Corolla,2013,"165,000",automatic,gas,"470,000"
Fiat,Polonez,1987,"150,000",manual,gas,"32,000"
Chery,Tiggo 3,2021,"30,000",automatic,gas,"490,000"
Kia,Shuma,1998,0,automatic,gas,"115,000"
MG,ZS,2020,"65,000",automatic,gas,"550,000"
Skoda,Octavia A8,2021,"22,000",automatic,gas,"1,100,000"
Nissan,Sentra,2017,"43,000",automatic,gas,"410,000"
Fiat,127,1984,0,automatic,gas,"23,000"
Nissan,Sunny,2010,"105,000",automatic,gas,"248,000"
Peugeot,205,1984,"200,000",manual,gas,"45,000"
Mitsubishi,Lancer Puma,2009,"260,000",manual,gas,"230,000"
Mazda,323,1982,"100,000",manual,gas,"36,000"
Fiat,132,1978,"50,000",manual,gas,"30,000"
Ford,Focus,2018,"42,500",automatic,gas,"525,000"
Fiat,Tipo,2021,"50,000",automatic,gas,"550,000"
BMW,X1,2018,"64,000",automatic,gas,"1,200,000"
Peugeot,301,2016,"69,000",automatic,gas,"355,000"
Nissan,Sunny,2018,"110,000",automatic,gas,"285,000"
Byd,F3,2021,"56,000",manual,gas,"265,000"
MG,5,2021,"60,000",automatic,gas,"400,000"
Mitsubishi,Lancer EX Shark,2016,"45,000",automatic,gas,"535,000"
MG,6,2022,"30,000",automatic,gas,"605,000"
Kia,Sportage,2022,"15,000",automatic,gas,"1,150,000"
Byd,F3,2022,"90,000",manual,natural gas,"285,000"
Hyundai,Viva,2008,"50,000",manual,gas,"135,000"
BMW,X3,2018,"96,000",automatic,gas,"1,450,000"
Chevrolet,Optra,2017,"150,000",automatic,gas,"290,000"
Volkswagen,Passat,2007,"186,000",automatic,gas,"450,000"
Chevrolet,Lanos,2013,"60,000",automatic,gas,"205,000"
Speranza,Tiggo,2023,"18,000",automatic,gas,"585,000"
Hyundai,Matrix,2007,"218,000",automatic,gas,"225,000"
Byd,F3,2023,"1,600",automatic,gas,"410,000"
Skoda,Fantasia,2013,"142,000",automatic,gas,"385,000"
Daihatsu,Charade,1990,"200,000",manual,gas,"45,000"
Daewoo,Lanos,1999,"206,000",manual,gas,"120,000"
Skoda,Superb,2018,"120,000",automatic,gas,"780,000"
Skoda,Fantasia,2013,"237,000",automatic,gas,"395,000"
Volkswagen,Passat,2016,"133,000",automatic,gas,"680,000"
Hyundai,Creta,2017,"89,550",automatic,gas,"600,000"
Ford,Focus,2018,"93,000",automatic,gas,"550,000"
Mitsubishi,Lancer EX Shark,2008,"290,000",automatic,gas,"300,000"
BMW,340,2019,"59,000",automatic,gas,"2,200,000"
Byd,F3,2017,"192,000",manual,gas,"180,000"
Toyota,Yaris,2007,"175,000",automatic,gas,"250,000"
Kia,Rio,2013,"120,000",automatic,gas,"305,000"
Nissan,Sunny,2022,"70,000",automatic,gas,"350,000"
Hyundai,Verna,2014,"220,000",manual,gas,"180,000"
Chevrolet,Pickup,2022,"24,000",manual,diesel,"520,000"
Chery,Tiggo 3,2022,"6,000",automatic,gas,"475,000"
Citroën,C3,2006,"83,000",manual,gas,"142,000"
Nissan,Sentra,2019,"120,000",automatic,gas,"540,000"
Chery,A11,2006,"39,000",manual,gas,"65,000"
Geely,Emgrand 7,2017,"150,000",manual,gas,"210,000"
Hyundai,Verna,2011,"220,000",manual,gas,"155,000"
Seat,Ibiza,1994,"400,000",manual,gas,"68,000"
Skoda,Octavia A4,1998,"263,000",manual,gas,"165,000"
Chevrolet,T-Series,2021,"52,000",manual,diesel,"480,000"
